7.780000000000000000e+02,-2.100000000000000000e+01
1.873000000000000000e+03,-2.000000000000000000e+01
2.778000000000000000e+03,-2.100000000000000000e+01
3.967000000000000000e+03,-1.800000000000000000e+01
4.876000000000000000e+03,-2.100000000000000000e+01
5.771000000000000000e+03,-2.100000000000000000e+01
7.065000000000000000e+03,-1.800000000000000000e+01
8.219000000000000000e+03,-2.000000000000000000e+01
9.321000000000000000e+03,-2.000000000000000000e+01
1.028100000000000000e+04,-2.000000000000000000e+01
1.151200000000000000e+04,-1.900000000000000000e+01
1.254100000000000000e+04,-2.100000000000000000e+01
1.355300000000000000e+04,-2.000000000000000000e+01
1.462600000000000000e+04,-1.900000000000000000e+01
1.596500000000000000e+04,-1.900000000000000000e+01
1.698700000000000000e+04,-2.000000000000000000e+01
1.830000000000000000e+04,-1.900000000000000000e+01
1.956600000000000000e+04,-1.900000000000000000e+01
2.081700000000000000e+04,-1.700000000000000000e+01
2.230600000000000000e+04,-1.700000000000000000e+01
2.352500000000000000e+04,-2.000000000000000000e+01
2.491400000000000000e+04,-1.700000000000000000e+01
2.632600000000000000e+04,-1.700000000000000000e+01
2.769600000000000000e+04,-1.900000000000000000e+01
2.906200000000000000e+04,-1.700000000000000000e+01
3.045500000000000000e+04,-1.700000000000000000e+01
3.177800000000000000e+04,-1.800000000000000000e+01
3.294500000000000000e+04,-1.900000000000000000e+01
3.452800000000000000e+04,-1.500000000000000000e+01
3.589300000000000000e+04,-1.700000000000000000e+01
3.734500000000000000e+04,-1.600000000000000000e+01
3.896900000000000000e+04,-1.500000000000000000e+01
4.088300000000000000e+04,-1.600000000000000000e+01
4.182800000000000000e+04,-2.100000000000000000e+01
4.336100000000000000e+04,-1.700000000000000000e+01
4.496200000000000000e+04,-1.700000000000000000e+01
4.607300000000000000e+04,-2.000000000000000000e+01
4.760100000000000000e+04,-1.600000000000000000e+01
4.899700000000000000e+04,-1.900000000000000000e+01
5.061500000000000000e+04,-1.200000000000000000e+01
5.169000000000000000e+04,-2.000000000000000000e+01
5.336700000000000000e+04,-1.600000000000000000e+01
5.522900000000000000e+04,-1.200000000000000000e+01
5.663400000000000000e+04,-1.500000000000000000e+01
5.844400000000000000e+04,-1.100000000000000000e+01
6.016900000000000000e+04,-1.200000000000000000e+01
6.171700000000000000e+04,-1.400000000000000000e+01
6.334600000000000000e+04,-1.400000000000000000e+01
6.483500000000000000e+04,-1.500000000000000000e+01
6.636400000000000000e+04,-1.500000000000000000e+01
6.754400000000000000e+04,-1.900000000000000000e+01
6.908600000000000000e+04,-1.600000000000000000e+01
7.093500000000000000e+04,-1.300000000000000000e+01
7.224300000000000000e+04,-1.700000000000000000e+01
7.359600000000000000e+04,-1.900000000000000000e+01
7.497300000000000000e+04,-1.500000000000000000e+01
7.619400000000000000e+04,-1.900000000000000000e+01
7.822500000000000000e+04,-1.200000000000000000e+01
7.981300000000000000e+04,-1.400000000000000000e+01
8.182300000000000000e+04,-1.000000000000000000e+01
8.359900000000000000e+04,-1.100000000000000000e+01
8.500300000000000000e+04,-1.600000000000000000e+01
8.668500000000000000e+04,-1.500000000000000000e+01
8.866400000000000000e+04,-1.300000000000000000e+01
9.043800000000000000e+04,-1.600000000000000000e+01
9.218200000000000000e+04,-1.300000000000000000e+01
9.402400000000000000e+04,-1.200000000000000000e+01
9.556000000000000000e+04,-1.500000000000000000e+01
9.753200000000000000e+04,-1.300000000000000000e+01
9.948900000000000000e+04,-1.100000000000000000e+01
1.015070000000000000e+05,-1.200000000000000000e+01
1.034270000000000000e+05,-1.500000000000000000e+01
1.056260000000000000e+05,-9.000000000000000000e+00
1.077940000000000000e+05,-1.000000000000000000e+01
1.097400000000000000e+05,-1.300000000000000000e+01
1.117530000000000000e+05,-1.100000000000000000e+01
1.138790000000000000e+05,-1.400000000000000000e+01
1.160320000000000000e+05,-1.100000000000000000e+01
1.174740000000000000e+05,-1.800000000000000000e+01
1.198590000000000000e+05,-1.000000000000000000e+01
1.217210000000000000e+05,-1.700000000000000000e+01
1.237090000000000000e+05,-1.300000000000000000e+01
1.256430000000000000e+05,-1.000000000000000000e+01
1.277820000000000000e+05,-1.100000000000000000e+01
1.298240000000000000e+05,-1.400000000000000000e+01
1.319170000000000000e+05,-1.000000000000000000e+01
1.340290000000000000e+05,-1.100000000000000000e+01
1.359260000000000000e+05,-1.500000000000000000e+01
1.377250000000000000e+05,-1.400000000000000000e+01
1.394590000000000000e+05,-1.400000000000000000e+01
1.414730000000000000e+05,-1.300000000000000000e+01
1.435150000000000000e+05,-1.100000000000000000e+01
1.453840000000000000e+05,-1.400000000000000000e+01
1.476940000000000000e+05,-1.000000000000000000e+01
1.493890000000000000e+05,-1.400000000000000000e+01
1.513960000000000000e+05,-1.000000000000000000e+01
1.535340000000000000e+05,-9.000000000000000000e+00
1.562690000000000000e+05,-6.000000000000000000e+00
1.587570000000000000e+05,-6.000000000000000000e+00
1.607020000000000000e+05,-1.100000000000000000e+01
1.626870000000000000e+05,-1.100000000000000000e+01
1.643170000000000000e+05,-1.600000000000000000e+01
1.665230000000000000e+05,-7.000000000000000000e+00
1.687390000000000000e+05,-9.000000000000000000e+00
1.709250000000000000e+05,-1.000000000000000000e+01
1.729330000000000000e+05,-1.500000000000000000e+01
1.752120000000000000e+05,-9.000000000000000000e+00
1.770120000000000000e+05,-1.700000000000000000e+01
1.787690000000000000e+05,-1.500000000000000000e+01
1.804380000000000000e+05,-1.500000000000000000e+01
1.828730000000000000e+05,-1.200000000000000000e+01
1.848380000000000000e+05,-1.400000000000000000e+01
1.861310000000000000e+05,-1.800000000000000000e+01
1.886520000000000000e+05,-8.000000000000000000e+00
1.912730000000000000e+05,-7.000000000000000000e+00
1.934790000000000000e+05,-1.000000000000000000e+01
1.964760000000000000e+05,-3.000000000000000000e+00
1.987700000000000000e+05,-1.000000000000000000e+01
2.007600000000000000e+05,-1.100000000000000000e+01
2.031760000000000000e+05,-9.000000000000000000e+00
2.058450000000000000e+05,-6.000000000000000000e+00
2.083890000000000000e+05,-9.000000000000000000e+00
2.106600000000000000e+05,-1.000000000000000000e+01
2.132820000000000000e+05,-8.000000000000000000e+00
2.157520000000000000e+05,-7.000000000000000000e+00
2.173930000000000000e+05,-1.500000000000000000e+01
2.191590000000000000e+05,-1.600000000000000000e+01
2.214760000000000000e+05,-9.000000000000000000e+00
2.239050000000000000e+05,-9.000000000000000000e+00
2.267450000000000000e+05,-4.000000000000000000e+00
2.293930000000000000e+05,-9.000000000000000000e+00
2.314930000000000000e+05,-1.000000000000000000e+01
2.337760000000000000e+05,-1.200000000000000000e+01
2.368660000000000000e+05,-4.000000000000000000e+00
2.392900000000000000e+05,-9.000000000000000000e+00
2.421500000000000000e+05,-6.000000000000000000e+00
2.447770000000000000e+05,-1.200000000000000000e+01
2.464710000000000000e+05,-1.600000000000000000e+01
2.490060000000000000e+05,-7.000000000000000000e+00
2.518430000000000000e+05,-9.000000000000000000e+00
2.539980000000000000e+05,-1.200000000000000000e+01
2.555230000000000000e+05,-1.400000000000000000e+01
2.572740000000000000e+05,-1.300000000000000000e+01
2.596430000000000000e+05,-8.000000000000000000e+00
2.616310000000000000e+05,-1.400000000000000000e+01
2.639830000000000000e+05,-1.000000000000000000e+01
2.662960000000000000e+05,-9.000000000000000000e+00
2.679600000000000000e+05,-1.400000000000000000e+01
2.697860000000000000e+05,-1.400000000000000000e+01
2.717290000000000000e+05,-1.100000000000000000e+01
2.739330000000000000e+05,-8.000000000000000000e+00
2.767800000000000000e+05,5.000000000000000000e+00
2.790480000000000000e+05,-1.000000000000000000e+01
2.809440000000000000e+05,-1.200000000000000000e+01
2.832660000000000000e+05,-8.000000000000000000e+00
2.863070000000000000e+05,-2.000000000000000000e+00
2.875480000000000000e+05,-2.100000000000000000e+01
2.893340000000000000e+05,-1.200000000000000000e+01
2.909130000000000000e+05,-1.500000000000000000e+01
2.928130000000000000e+05,-1.500000000000000000e+01
2.948940000000000000e+05,-1.200000000000000000e+01
2.967360000000000000e+05,-1.300000000000000000e+01
